22:05:29.024 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:29.975 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.975 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.976 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.977 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.978 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.979 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:29.988 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.034 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.052 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.070 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.237 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.366 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.403 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.424 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.438 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.450 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.471 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.485 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.520 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.522 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.523 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.524 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.525 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.526 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.527 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.528 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.529 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.530 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.531 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.533 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.534 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.535 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.536 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.537 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.538 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.539 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.540 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.540 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.541 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.542 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.543 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.544 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.546 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.546 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.547 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.548 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.549 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.550 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.550 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.550 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.552 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.554 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.555 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.557 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.557 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.558 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.559 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.561 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.562 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.563 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.564 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.564 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.565 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.566 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.568 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.568 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.569 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.570 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.571 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.572 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.572 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.573 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.574 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.575 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.577 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.578 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.579 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.579 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.580 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.581 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.582 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.582 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.583 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.584 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.585 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.586 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.587 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.589 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.590 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.592 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.593 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.594 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.595 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.597 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.597 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.599 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.600 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.601 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.602 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.603 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.603 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.604 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
22:05:30.605 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Client
22:05:30.606 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Driver
22:05:30.606 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Status
22:05:30.607 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Street
22:05:30.608 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.609 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Discount
22:05:30.610 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.TypeCar
22:05:30.610 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Brand
22:05:30.611 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.Car
22:05:30.612 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.District
22:05:30.613 [main] INFO  com.orion10110.training.managertaxi.services.impl.GenericServiceImpl - Create. id=null, title=class com.orion10110.taximanager.datamodel.ApplicationUser
